SoortMisdrijf,RegioS,Perioden,TotaalGeregistreerdeMisdrijven_1,GeregistreerdeMisdrijvenRelatief_2,GeregistreerdeMisdrijvenPer1000Inw_3,TotaalOpgehelderdeMisdrijven_4,OpgehelderdeMisdrijvenRelatief_5,RegistratiesVanVerdachten_6
"Misdrijven, totaal",Lingewaard,2012,1985.0,100.0,43.4,450.0,22.5,605.0
"Misdrijven, totaal",Lingewaard,2013,1755.0,100.0,38.3,370.0,21.2,470.0
"Misdrijven, totaal",Lingewaard,2014,1375.0,100.0,30.1,365.0,26.7,460.0
"Misdrijven, totaal",Lingewaard,2015,1225.0,100.0,26.8,320.0,26.0,400.0
"Misdrijven, totaal",Lingewaard,2016,1280.0,100.0,27.8,345.0,27.1,415.0
"Misdrijven, totaal",Lingewaard,2017,1210.0,100.0,26.2,320.0,26.5,465.0
"Misdrijven, totaal",Lingewaard,2018,1075.0,100.0,23.2,290.0,26.9,365.0
"Misdrijven, totaal",Lingewaard,2019,1130.0,100.0,24.3,335.0,29.7,430.0
"Misdrijven, totaal",Lingewaard,2020,1225.0,100.0,26.3,310.0,25.3,395.0
"Misdrijven, totaal",Lisse,2010,1315.0,100.0,58.9,390.0,29.6,440.0
"Misdrijven, totaal",Lisse,2011,1285.0,100.0,56.7,325.0,25.3,290.0
"Misdrijven, totaal",Lisse,2012,1140.0,100.0,50.6,250.0,21.9,250.0
"Misdrijven, totaal",Lisse,2013,1120.0,100.0,49.9,290.0,25.8,245.0
"Misdrijven, totaal",Lisse,2014,925.0,100.0,41.4,245.0,26.5,295.0
"Misdrijven, totaal",Lisse,2015,965.0,100.0,42.8,265.0,27.6,325.0
"Misdrijven, totaal",Lisse,2016,990.0,100.0,43.8,240.0,24.3,310.0
"Misdrijven, totaal",Lisse,2017,720.0,100.0,31.7,185.0,25.9,220.0
"Misdrijven, totaal",Lisse,2018,745.0,100.0,32.7,215.0,28.7,245.0
"Misdrijven, totaal",Lisse,2019,805.0,100.0,35.3,205.0,25.2,250.0
"Misdrijven, totaal",Lisse,2020,740.0,100.0,32.2,170.0,23.1,205.0
"Misdrijven, totaal",Lith,2010,180.0,100.0,27.4,35.0,19.8,50.0
"Misdrijven, totaal",Lith,2011,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Lith,2012,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Lith,2013,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Lith,2014,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Lith,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Lith,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Lith,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Lith,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Lith,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Lith,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Littenseradiel,2010,190.0,100.0,17.2,55.0,28.7,65.0
"Misdrijven, totaal",Littenseradiel,2011,180.0,100.0,16.4,50.0,27.2,60.0
"Misdrijven, totaal",Littenseradiel,2012,195.0,100.0,17.8,35.0,19.1,35.0
"Misdrijven, totaal",Littenseradiel,2013,185.0,100.0,16.9,45.0,23.2,55.0
"Misdrijven, totaal",Littenseradiel,2014,265.0,100.0,24.2,65.0,24.2,65.0
"Misdrijven, totaal",Littenseradiel,2015,230.0,100.0,21.2,70.0,29.9,80.0
"Misdrijven, totaal",Littenseradiel,2016,185.0,100.0,16.9,50.0,28.4,55.0
"Misdrijven, totaal",Littenseradiel,2017,130.0,100.0,12.0,30.0,21.7,30.0
"Misdrijven, totaal",Littenseradiel,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Littenseradiel,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Littenseradiel,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Lochem,2010,1270.0,100.0,38.1,290.0,22.6,335.0
"Misdrijven, totaal",Lochem,2011,1170.0,100.0,35.1,240.0,20.4,285.0
"Misdrijven, totaal",Lochem,2012,1230.0,100.0,37.0,275.0,22.3,335.0
"Misdrijven, totaal",Lochem,2013,1205.0,100.0,36.1,230.0,19.3,315.0
"Misdrijven, totaal",Lochem,2014,1075.0,100.0,32.3,195.0,18.1,235.0
"Misdrijven, totaal",Lochem,2015,1075.0,100.0,32.3,205.0,19.1,250.0
"Misdrijven, totaal",Lochem,2016,1000.0,100.0,30.0,235.0,23.6,285.0
"Misdrijven, totaal",Lochem,2017,855.0,100.0,25.5,220.0,25.5,235.0
"Misdrijven, totaal",Lochem,2018,785.0,100.0,23.3,210.0,26.7,235.0
"Misdrijven, totaal",Lochem,2019,865.0,100.0,25.8,220.0,25.3,280.0
"Misdrijven, totaal",Lochem,2020,865.0,100.0,25.6,175.0,20.0,225.0
"Misdrijven, totaal",Loenen,2010,375.0,100.0,44.0,85.0,22.2,95.0
"Misdrijven, totaal",Loenen,2011,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Loenen,2012,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Loenen,2013,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Loenen,2014,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Loenen,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Loenen,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Loenen,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Loenen,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Loenen,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Loenen,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Loon op Zand,2010,1620.0,100.0,70.4,310.0,19.1,455.0
"Misdrijven, totaal",Loon op Zand,2011,1470.0,100.0,64.0,235.0,15.9,275.0
"Misdrijven, totaal",Loon op Zand,2012,1475.0,100.0,64.0,245.0,16.5,290.0
"Misdrijven, totaal",Loon op Zand,2013,1540.0,100.0,66.8,255.0,16.7,310.0
"Misdrijven, totaal",Loon op Zand,2014,1470.0,100.0,63.8,245.0,16.6,325.0
"Misdrijven, totaal",Loon op Zand,2015,1260.0,100.0,54.9,240.0,19.1,270.0
"Misdrijven, totaal",Loon op Zand,2016,1165.0,100.0,50.8,215.0,18.5,250.0
"Misdrijven, totaal",Loon op Zand,2017,890.0,100.0,38.5,235.0,26.7,280.0
"Misdrijven, totaal",Loon op Zand,2018,950.0,100.0,41.1,290.0,30.7,340.0
"Misdrijven, totaal",Loon op Zand,2019,920.0,100.0,39.5,285.0,30.8,335.0
"Misdrijven, totaal",Loon op Zand,2020,920.0,100.0,39.3,260.0,28.0,320.0
"Misdrijven, totaal",Lopik,2010,380.0,100.0,26.7,70.0,18.2,100.0
"Misdrijven, totaal",Lopik,2011,395.0,100.0,27.8,95.0,23.9,135.0
"Misdrijven, totaal",Lopik,2012,350.0,100.0,24.8,75.0,20.9,85.0
"Misdrijven, totaal",Lopik,2013,365.0,100.0,26.1,95.0,26.0,130.0
"Misdrijven, totaal",Lopik,2014,340.0,100.0,24.2,65.0,19.5,70.0
"Misdrijven, totaal",Lopik,2015,285.0,100.0,20.4,50.0,17.1,55.0
"Misdrijven, totaal",Lopik,2016,360.0,100.0,25.6,50.0,13.3,65.0
"Misdrijven, totaal",Lopik,2017,345.0,100.0,24.2,55.0,16.3,65.0
"Misdrijven, totaal",Lopik,2018,280.0,100.0,19.5,70.0,24.6,90.0
"Misdrijven, totaal",Lopik,2019,305.0,100.0,20.9,70.0,23.4,85.0
"Misdrijven, totaal",Lopik,2020,410.0,100.0,28.4,75.0,17.8,90.0
"Misdrijven, totaal",Loppersum,2010,345.0,100.0,32.9,135.0,39.2,175.0
"Misdrijven, totaal",Loppersum,2011,310.0,100.0,29.6,110.0,35.5,140.0
"Misdrijven, totaal",Loppersum,2012,240.0,100.0,23.2,70.0,30.0,90.0
"Misdrijven, totaal",Loppersum,2013,220.0,100.0,21.6,85.0,38.3,105.0
"Misdrijven, totaal",Loppersum,2014,240.0,100.0,23.6,75.0,31.5,85.0
"Misdrijven, totaal",Loppersum,2015,220.0,100.0,21.9,80.0,35.1,90.0
"Misdrijven, totaal",Loppersum,2016,230.0,100.0,22.7,60.0,25.9,70.0
"Misdrijven, totaal",Loppersum,2017,185.0,100.0,18.5,50.0,27.3,60.0
"Misdrijven, totaal",Loppersum,2018,175.0,100.0,18.2,50.0,29.4,65.0
"Misdrijven, totaal",Loppersum,2019,180.0,100.0,18.9,55.0,31.3,60.0
"Misdrijven, totaal",Loppersum,2020,230.0,100.0,24.0,55.0,24.5,70.0
"Misdrijven, totaal",Losser,2010,830.0,100.0,36.6,315.0,38.0,425.0
"Misdrijven, totaal",Losser,2011,925.0,100.0,40.9,315.0,34.0,400.0
"Misdrijven, totaal",Losser,2012,790.0,100.0,34.8,285.0,36.3,335.0
"Misdrijven, totaal",Losser,2013,855.0,100.0,37.8,220.0,25.8,265.0
"Misdrijven, totaal",Losser,2014,710.0,100.0,31.3,215.0,30.5,265.0
"Misdrijven, totaal",Losser,2015,685.0,100.0,30.5,190.0,27.4,210.0
"Misdrijven, totaal",Losser,2016,665.0,100.0,29.7,165.0,24.7,190.0
"Misdrijven, totaal",Losser,2017,575.0,100.0,25.5,165.0,28.7,240.0
"Misdrijven, totaal",Losser,2018,515.0,100.0,22.8,145.0,28.5,175.0
"Misdrijven, totaal",Losser,2019,595.0,100.0,26.4,180.0,30.2,205.0
"Misdrijven, totaal",Losser,2020,590.0,100.0,26.1,175.0,29.7,215.0
"Misdrijven, totaal",Maarssen,2010,2440.0,100.0,61.5,625.0,25.5,745.0
"Misdrijven, totaal",Maarssen,2011,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maarssen,2012,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maarssen,2013,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maarssen,2014,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maarssen,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maarssen,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maarssen,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maarssen,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maarssen,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maarssen,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maasdonk,2010,565.0,100.0,50.2,115.0,20.1,140.0
"Misdrijven, totaal",Maasdonk,2011,495.0,100.0,43.8,80.0,15.8,90.0
"Misdrijven, totaal",Maasdonk,2012,460.0,100.0,40.8,95.0,21.1,120.0
"Misdrijven, totaal",Maasdonk,2013,435.0,100.0,38.8,80.0,18.6,105.0
"Misdrijven, totaal",Maasdonk,2014,435.0,100.0,38.6,95.0,21.4,105.0
"Misdrijven, totaal",Maasdonk,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maasdonk,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maasdonk,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maasdonk,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maasdonk,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maasdonk,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Maasdriel,2010,1230.0,100.0,51.7,270.0,22.1,350.0
"Misdrijven, totaal",Maasdriel,2011,1275.0,100.0,53.2,295.0,23.0,350.0
"Misdrijven, totaal",Maasdriel,2012,1285.0,100.0,53.5,300.0,23.4,365.0
"Misdrijven, totaal",Maasdriel,2013,1170.0,100.0,48.6,295.0,25.0,415.0
"Misdrijven, totaal",Maasdriel,2014,1050.0,100.0,43.5,250.0,23.7,280.0
"Misdrijven, totaal",Maasdriel,2015,950.0,100.0,39.3,225.0,23.9,265.0
"Misdrijven, totaal",Maasdriel,2016,920.0,100.0,38.2,230.0,24.9,280.0
"Misdrijven, totaal",Maasdriel,2017,790.0,100.0,32.5,240.0,30.3,265.0
"Misdrijven, totaal",Maasdriel,2018,830.0,100.0,34.1,240.0,28.8,280.0
"Misdrijven, totaal",Maasdriel,2019,835.0,100.0,33.8,245.0,29.2,310.0
"Misdrijven, totaal",Maasdriel,2020,1005.0,100.0,40.1,235.0,23.5,345.0
"Misdrijven, totaal",Maasgouw,2010,1015.0,100.0,41.9,255.0,25.2,330.0
"Misdrijven, totaal",Maasgouw,2011,1095.0,100.0,45.1,240.0,21.8,300.0
"Misdrijven, totaal",Maasgouw,2012,1060.0,100.0,44.0,210.0,19.6,305.0
"Misdrijven, totaal",Maasgouw,2013,1075.0,100.0,44.8,190.0,17.5,245.0
"Misdrijven, totaal",Maasgouw,2014,940.0,100.0,39.3,150.0,16.2,185.0
"Misdrijven, totaal",Maasgouw,2015,790.0,100.0,33.3,150.0,18.9,190.0
"Misdrijven, totaal",Maasgouw,2016,815.0,100.0,34.3,160.0,19.8,195.0
"Misdrijven, totaal",Maasgouw,2017,725.0,100.0,30.6,135.0,18.8,180.0
"Misdrijven, totaal",Maasgouw,2018,680.0,100.0,28.8,145.0,21.3,200.0
"Misdrijven, totaal",Maasgouw,2019,785.0,100.0,33.0,165.0,20.9,200.0
"Misdrijven, totaal",Maasgouw,2020,730.0,100.0,30.4,160.0,22.0,240.0
"Misdrijven, totaal",Maassluis,2010,1975.0,100.0,62.5,495.0,25.1,620.0
"Misdrijven, totaal",Maassluis,2011,2070.0,100.0,64.8,485.0,23.4,595.0
"Misdrijven, totaal",Maassluis,2012,1895.0,100.0,59.4,475.0,25.1,615.0
"Misdrijven, totaal",Maassluis,2013,1615.0,100.0,50.5,385.0,23.9,465.0
"Misdrijven, totaal",Maassluis,2014,1565.0,100.0,48.8,280.0,17.9,320.0
"Misdrijven, totaal",Maassluis,2015,1605.0,100.0,49.8,250.0,15.7,300.0
"Misdrijven, totaal",Maassluis,2016,1650.0,100.0,51.1,220.0,13.3,275.0
"Misdrijven, totaal",Maassluis,2017,1475.0,100.0,45.5,290.0,19.8,345.0
"Misdrijven, totaal",Maassluis,2018,1165.0,100.0,35.8,250.0,21.5,280.0
"Misdrijven, totaal",Maassluis,2019,1195.0,100.0,36.5,255.0,21.4,305.0
"Misdrijven, totaal",Maassluis,2020,1395.0,100.0,42.0,235.0,16.8,285.0
"Misdrijven, totaal",Maastricht,2010,14725.0,100.0,124.2,3375.0,22.9,4180.0
"Misdrijven, totaal",Maastricht,2011,15605.0,100.0,130.4,3155.0,20.2,3825.0
"Misdrijven, totaal",Maastricht,2012,14430.0,100.0,119.2,3100.0,21.5,3765.0
"Misdrijven, totaal",Maastricht,2013,13195.0,100.0,108.3,2495.0,18.9,3045.0
"Misdrijven, totaal",Maastricht,2014,13360.0,100.0,109.1,2305.0,17.3,2825.0
"Misdrijven, totaal",Maastricht,2015,11465.0,100.0,93.7,2055.0,17.9,2490.0
"Misdrijven, totaal",Maastricht,2016,9635.0,100.0,78.6,1765.0,18.3,2190.0
"Misdrijven, totaal",Maastricht,2017,8985.0,100.0,73.2,1710.0,19.1,2010.0
"Misdrijven, totaal",Maastricht,2018,8100.0,100.0,66.0,1775.0,21.9,2145.0
"Misdrijven, totaal",Maastricht,2019,8890.0,100.0,73.1,2155.0,24.2,2565.0
"Misdrijven, totaal",Maastricht,2020,6840.0,100.0,56.3,1630.0,23.8,2025.0
"Misdrijven, totaal",Margraten,2010,475.0,100.0,35.4,85.0,17.5,115.0
"Misdrijven, totaal",Margraten,2011,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Margraten,2012,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Margraten,2013,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Margraten,2014,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Margraten,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Margraten,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Margraten,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Margraten,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Margraten,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Margraten,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Marum,2010,360.0,100.0,34.4,120.0,34.0,155.0
"Misdrijven, totaal",Marum,2011,325.0,100.0,30.9,130.0,40.4,160.0
"Misdrijven, totaal",Marum,2012,320.0,100.0,30.8,100.0,31.8,120.0
"Misdrijven, totaal",Marum,2013,325.0,100.0,31.3,100.0,30.5,125.0
"Misdrijven, totaal",Marum,2014,330.0,100.0,31.8,90.0,27.6,115.0
"Misdrijven, totaal",Marum,2015,285.0,100.0,27.8,90.0,30.7,100.0
"Misdrijven, totaal",Marum,2016,255.0,100.0,24.6,80.0,30.7,115.0
"Misdrijven, totaal",Marum,2017,235.0,100.0,22.4,85.0,35.6,110.0
"Misdrijven, totaal",Marum,2018,220.0,100.0,21.2,75.0,34.7,90.0
"Misdrijven, totaal",Marum,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Marum,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Medemblik,2010,1410.0,100.0,51.5,335.0,23.7,435.0
"Misdrijven, totaal",Medemblik,2011,2120.0,100.0,49.4,475.0,22.3,580.0
"Misdrijven, totaal",Medemblik,2012,2015.0,100.0,46.8,425.0,21.2,540.0
"Misdrijven, totaal",Medemblik,2013,1995.0,100.0,46.1,445.0,22.2,555.0
"Misdrijven, totaal",Medemblik,2014,1785.0,100.0,41.3,420.0,23.6,500.0
"Misdrijven, totaal",Medemblik,2015,1520.0,100.0,34.9,355.0,23.3,395.0
"Misdrijven, totaal",Medemblik,2016,1350.0,100.0,30.8,325.0,24.2,385.0
"Misdrijven, totaal",Medemblik,2017,1160.0,100.0,26.4,290.0,25.0,360.0
"Misdrijven, totaal",Medemblik,2018,1155.0,100.0,25.9,335.0,29.0,405.0
"Misdrijven, totaal",Medemblik,2019,1385.0,100.0,30.9,375.0,27.2,450.0
"Misdrijven, totaal",Medemblik,2020,1440.0,100.0,32.0,290.0,20.2,345.0
"Misdrijven, totaal",Meerssen,2010,1145.0,100.0,58.5,175.0,15.5,235.0
"Misdrijven, totaal",Meerssen,2011,1270.0,100.0,65.0,160.0,12.5,205.0
"Misdrijven, totaal",Meerssen,2012,905.0,100.0,46.6,150.0,16.7,185.0
"Misdrijven, totaal",Meerssen,2013,1075.0,100.0,55.4,135.0,12.4,210.0
"Misdrijven, totaal",Meerssen,2014,1115.0,100.0,58.0,145.0,12.9,175.0
"Misdrijven, totaal",Meerssen,2015,800.0,100.0,41.9,120.0,15.2,160.0
"Misdrijven, totaal",Meerssen,2016,830.0,100.0,43.6,120.0,14.5,150.0
"Misdrijven, totaal",Meerssen,2017,665.0,100.0,34.9,80.0,12.2,95.0
"Misdrijven, totaal",Meerssen,2018,585.0,100.0,30.6,110.0,18.9,125.0
"Misdrijven, totaal",Meerssen,2019,530.0,100.0,28.1,110.0,20.7,145.0
"Misdrijven, totaal",Meerssen,2020,595.0,100.0,31.6,100.0,16.6,135.0
"Misdrijven, totaal",Meierijstad,2010,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Meierijstad,2011,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Meierijstad,2012,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Meierijstad,2013,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Meierijstad,2014,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Meierijstad,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Meierijstad,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Meierijstad,2017,2530.0,100.0,31.7,565.0,22.3,670.0
"Misdrijven, totaal",Meierijstad,2018,2650.0,100.0,33.1,665.0,25.0,775.0
"Misdrijven, totaal",Meierijstad,2019,2900.0,100.0,35.9,815.0,28.1,955.0
"Misdrijven, totaal",Meierijstad,2020,2750.0,100.0,33.9,570.0,20.8,735.0
"Misdrijven, totaal",Menameradiel,2010,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Menameradiel,2011,360.0,100.0,26.1,120.0,34.0,150.0
"Misdrijven, totaal",Menameradiel,2012,375.0,100.0,27.2,115.0,30.4,125.0
"Misdrijven, totaal",Menameradiel,2013,375.0,100.0,27.4,125.0,33.0,150.0
"Misdrijven, totaal",Menameradiel,2014,285.0,100.0,20.8,75.0,26.3,85.0
"Misdrijven, totaal",Menameradiel,2015,320.0,100.0,23.7,65.0,19.9,75.0
"Misdrijven, totaal",Menameradiel,2016,275.0,100.0,20.4,75.0,27.5,95.0
"Misdrijven, totaal",Menameradiel,2017,65.0,100.0,0.0,15.0,24.6,15.0
"Misdrijven, totaal",Menameradiel,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Menameradiel,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Menameradiel,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Meppel,2010,1780.0,100.0,54.9,605.0,33.9,730.0
"Misdrijven, totaal",Meppel,2011,1830.0,100.0,56.2,710.0,38.8,830.0
"Misdrijven, totaal",Meppel,2012,1710.0,100.0,52.5,540.0,31.6,710.0
"Misdrijven, totaal",Meppel,2013,1635.0,100.0,50.0,510.0,31.3,630.0
"Misdrijven, totaal",Meppel,2014,1650.0,100.0,50.1,525.0,31.8,630.0
"Misdrijven, totaal",Meppel,2015,1605.0,100.0,48.9,430.0,26.7,505.0
"Misdrijven, totaal",Meppel,2016,1315.0,100.0,40.1,345.0,26.3,410.0
"Misdrijven, totaal",Meppel,2017,1105.0,100.0,33.5,320.0,28.7,375.0
"Misdrijven, totaal",Meppel,2018,985.0,100.0,29.5,310.0,31.3,360.0
"Misdrijven, totaal",Meppel,2019,1125.0,100.0,33.5,310.0,27.8,385.0
"Misdrijven, totaal",Meppel,2020,1215.0,100.0,35.8,235.0,19.5,340.0
"Misdrijven, totaal",Middelburg (Z.),2010,3120.0,100.0,65.0,840.0,26.9,1055.0
"Misdrijven, totaal",Middelburg (Z.),2011,3320.0,100.0,69.1,945.0,28.5,1095.0
"Misdrijven, totaal",Middelburg (Z.),2012,3070.0,100.0,64.3,920.0,29.9,1110.0
"Misdrijven, totaal",Middelburg (Z.),2013,2860.0,100.0,60.1,815.0,28.5,945.0
"Misdrijven, totaal",Middelburg (Z.),2014,2465.0,100.0,51.7,740.0,30.0,895.0
"Misdrijven, totaal",Middelburg (Z.),2015,2550.0,100.0,53.6,760.0,29.8,960.0
"Misdrijven, totaal",Middelburg (Z.),2016,2290.0,100.0,47.9,655.0,28.6,790.0
"Misdrijven, totaal",Middelburg (Z.),2017,2120.0,100.0,44.2,695.0,32.7,825.0
"Misdrijven, totaal",Middelburg (Z.),2018,1935.0,100.0,40.0,770.0,39.8,935.0
"Misdrijven, totaal",Middelburg (Z.),2019,2200.0,100.0,45.3,885.0,40.3,1100.0
"Misdrijven, totaal",Middelburg (Z.),2020,2190.0,100.0,44.9,725.0,33.1,980.0
"Misdrijven, totaal",Middelharnis,2010,795.0,100.0,44.3,190.0,23.6,250.0
"Misdrijven, totaal",Middelharnis,2011,795.0,100.0,44.1,155.0,19.6,195.0
"Misdrijven, totaal",Middelharnis,2012,685.0,100.0,38.1,165.0,24.3,200.0
"Misdrijven, totaal",Middelharnis,2013,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Middelharnis,2014,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Middelharnis,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Middelharnis,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Middelharnis,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Middelharnis,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Middelharnis,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Middelharnis,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Midden-Delfland,2010,810.0,100.0,45.2,125.0,15.7,145.0
"Misdrijven, totaal",Midden-Delfland,2011,840.0,100.0,46.2,140.0,16.6,175.0
"Misdrijven, totaal",Midden-Delfland,2012,735.0,100.0,40.3,120.0,16.3,145.0
"Misdrijven, totaal",Midden-Delfland,2013,650.0,100.0,35.6,115.0,17.7,165.0
"Misdrijven, totaal",Midden-Delfland,2014,700.0,100.0,38.0,155.0,21.9,175.0
"Misdrijven, totaal",Midden-Delfland,2015,570.0,100.0,30.5,100.0,17.5,110.0
"Misdrijven, totaal",Midden-Delfland,2016,570.0,100.0,30.2,110.0,19.1,130.0
"Misdrijven, totaal",Midden-Delfland,2017,575.0,100.0,30.2,95.0,16.4,115.0
"Misdrijven, totaal",Midden-Delfland,2018,545.0,100.0,28.1,150.0,27.9,180.0
"Misdrijven, totaal",Midden-Delfland,2019,565.0,100.0,29.0,130.0,22.7,150.0
"Misdrijven, totaal",Midden-Delfland,2020,610.0,100.0,31.6,125.0,20.3,165.0
"Misdrijven, totaal",Midden-Groningen,2010,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Midden-Groningen,2011,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Midden-Groningen,2012,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Midden-Groningen,2013,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Midden-Groningen,2014,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Midden-Groningen,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Midden-Groningen,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Midden-Groningen,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Midden-Groningen,2018,1840.0,100.0,30.2,530.0,28.7,635.0
"Misdrijven, totaal",Midden-Groningen,2019,2110.0,100.0,34.7,540.0,25.6,700.0
"Misdrijven, totaal",Midden-Groningen,2020,2060.0,100.0,33.9,355.0,17.1,505.0
"Misdrijven, totaal",Mill en Sint Hubert,2010,410.0,100.0,37.1,105.0,25.9,160.0
"Misdrijven, totaal",Mill en Sint Hubert,2011,365.0,100.0,33.3,75.0,20.2,100.0
"Misdrijven, totaal",Mill en Sint Hubert,2012,380.0,100.0,34.9,95.0,25.2,130.0
"Misdrijven, totaal",Mill en Sint Hubert,2013,310.0,100.0,28.3,100.0,33.0,140.0
"Misdrijven, totaal",Mill en Sint Hubert,2014,260.0,100.0,23.8,55.0,21.3,65.0
"Misdrijven, totaal",Mill en Sint Hubert,2015,300.0,100.0,27.5,65.0,21.5,75.0
